candidate_id,image_name,image_path,crop_path,class_id,confidence,x1,y1,x2,y2
husky_000__000,husky_000.jpg,data/test/images/husky_000.jpg,results/phase4_hybrid/phase4_local/candidates/crops/husky_000__000.jpg,0,0.89404296875,87.65624237060547,234.84373474121094,424.2187194824219,557.8124389648438
husky_000__001,husky_000.jpg,data/test/images/husky_000.jpg,results/phase4_hybrid/phase4_local/candidates/crops/husky_000__001.jpg,0,0.69091796875,24.374998092651367,16.406248092651367,311.9530944824219,527.8124389648438
husky_003__000,husky_003.jpg,data/test/images/husky_003.jpg,results/phase4_hybrid/phase4_local/candidates/crops/husky_003__000.jpg,0,0.9189453125,267.7359313964844,91.4671859741211,405.1218566894531,296.0
husky_003__001,husky_003.jpg,data/test/images/husky_003.jpg,results/phase4_hybrid/phase4_local/candidates/crops/husky_003__001.jpg,0,0.9150390625,0.8332030773162842,107.85350799560547,132.10897827148438,295.8796691894531
husky_003__002,husky_003.jpg,data/test/images/husky_003.jpg,results/phase4_hybrid/phase4_local/candidates/crops/husky_003__002.jpg,0,0.9072265625,109.61249542236328,109.0570297241211,213.85545349121094,296.0
husky_003__003,husky_003.jpg,data/test/images/husky_003.jpg,results/phase4_hybrid/phase4_local/candidates/crops/husky_003__003.jpg,0,0.90185546875,368.83123779296875,77.765625,473.9999694824219,296.0
husky_003__004,husky_003.jpg,data/test/images/husky_003.jpg,results/phase4_hybrid/phase4_local/candidates/crops/husky_003__004.jpg,0,0.8828125,172.38046264648438,62.58280944824219,293.47265625,296.0
husky_004__000,husky_004.jpg,data/test/images/husky_004.jpg,results/phase4_hybrid/phase4_local/candidates/crops/husky_004__000.jpg,0,0.86181640625,201.5,239.0,405.0,362.5
husky_004__001,husky_004.jpg,data/test/images/husky_004.jpg,results/phase4_hybrid/phase4_local/candidates/crops/husky_004__001.jpg,0,0.8173828125,20.4375,312.0,236.0,477.0
husky_004__002,husky_004.jpg,data/test/images/husky_004.jpg,results/phase4_hybrid/phase4_local/candidates/crops/husky_004__002.jpg,0,0.787109375,121.1875,125.0625,249.75,194.5
husky_004__003,husky_004.jpg,data/test/images/husky_004.jpg,results/phase4_hybrid/phase4_local/candidates/crops/husky_004__003.jpg,0,0.420654296875,203.875,151.75,477.0,342.25
husky_011__000,husky_011.jpg,data/test/images/husky_011.jpg,results/phase4_hybrid/phase4_local/candidates/crops/husky_011__000.jpg,0,0.908203125,51.114845275878906,46.61250305175781,413.1562805175781,393.02813720703125
husky_011__001,husky_011.jpg,data/test/images/husky_011.jpg,results/phase4_hybrid/phase4_local/candidates/crops/husky_011__001.jpg,0,0.82861328125,374.48907470703125,110.96953582763672,602.784423828125,311.9859619140625
husky_013__000,husky_013.jpg,data/test/images/husky_013.jpg,results/phase4_hybrid/phase4_local/candidates/crops/husky_013__000.jpg,0,0.6083984375,185.02732849121094,46.310935974121094,430.4320068359375,546.6421508789062
husky_013__001,husky_013.jpg,data/test/images/husky_013.jpg,results/phase4_hybrid/phase4_local/candidates/crops/husky_013__001.jpg,0,0.3896484375,61.675777435302734,28.132810592651367,303.1851501464844,539.7171630859375
